0,pts로그인 설정 확인,시스템 정책에 root 계정의 원격터미널 접속차단 설정이 적용되어 있는지 점검,tty로만 root로그인이 가능한 경우, pty로 루트 로그인이 가능한 상태일 경우, 주요 파일(/etc/pam.d/login /etc/securetty)이 존재하지 않을 경우
1,ssh 설정 확인,원격 루트 로그인과 원격 비밀번호 로그인 불가능 설정이 적용되어 있는지 점검, 원격 루트 로그인과 비밀번호를 이용한 로그인이 불가능한 경우, 원격 루트 로그인 혹은 비밀번호 로그인이 가능한 경우, ssh 미설치일 경우
2,패스워드 복잡성 설정,유저가 패스워드를 설정할때 충분히 복잡하게 작성하도록 제한이 되어있는지 점검,소문자/대문자/숫자/특수문자 최소1개+패스워드 길이가 8이상으로 설정된 경우, 패스워드 정책이 기준에 미치지 않은 경우, /etc/security/pwquality.conf 설정 파일이 존재하지 않을 경우
3,계정 잠금 임계값 설정, 사용자 계정 로그인 실패시 계정잠금 임계값이 적절하게 설정되어 있는지 점검,계정잠금 임계값이 10회 미만으로 설정되어 있는 경우, 계정잠금이 임계값이 설정되어 있지 않거나 10회 이상일 경우, /etc/pam.d/system-auth 설정 파일이 존재하지 않을 경우
4,패스워드 파일 보호,섀도 패스워드가 설정되어 있는지 점검,섀도 패스워드가 설정되어 있는 경우,패스워드가 평문으로 저장되어 있는 경우,N/A
5,환경변수 경로 점검,PATH 환경변수에 . 혹은 ::이 포함되어 있는지 점검,PATH 환경변수에 “.” 이 맨 앞이나 중간에 포함되지 않고 ::가 없는 경우, "."이 맨 앞이나 중간에 포함되어 있거나 ::가 존재하는 경우,N/A
6,파일 및 디렉토리 소유자 점검,소유자가 존재하지 않는 파일/ 디렉터리가 존재하는지 점검,/etc/passwd에 등록되지 않은 유저와 그룹 소유의 파일 혹은 디렉토리가 존재하지 않음,/etc/passwd에 등록되지 않은 유저와 그룹 소유의 파일 혹은 디렉토리가 존재함,N/A
7,/etc/passwd파일 권한 점검,/etc/passwd 파일의 권한을 점검, /etc/passwd 파일 권한이 644 이하이고 소유자가 root인 경우, /etc/passwd 파일 권한이 644 초과이거나 소유자가 root가 아닐 경우, /etc/passwd 파일이 존재하지 않을 경우
8,파일 권한 점검,/etc/shadow 파일의 권한을 점검, /etc/shadow 파일 권한이 400 이하이고 소유자가 root인 경우, /etc/shadow 파일 권한이 400 초과이거나 소유자가 root가 아닐 경우, /etc/shadow 파일이 존재하지 않을 경우
9,/etc/hosts파일 권한 점검,/etc/hosts 파일의 권한을 점검, /etc/hosts 파일 권한이 600 이하이고 소유자가 root인 경우, /etc/hosts 파일 권한이 400 초과이거나 소유자가 root가 아닐 경우, /etc/hosts 파일이 존재하지 않을 경우
10,xinetd 관련 파일 권한 점검,/etc/xinetd.conf” 파일 및 “/etc/xinetd.d/” 하위 모든 파일의 소유자 및 권한을 점검,소유자가 root가 아니거나 파일의 권한이 600 이 아닌 파일이 없을 경우, 소유자가 root가 아니거나 파일의 권한이 600 이 아닌 파일이 존재할 경우, /etc/xinetd.conf 파일 혹은 /etc/xinetd.d 디렉토리가 존재하지 않을 경우
11,rsyslog.conf 파일 권한 점검,rsyslog.conf 파일 권한 점검,"rsyslog.conf” 파일의 소유자가 root이고 파일의 권한이 640이하인 경우,rsyslog.conf” 파일의 소유자가 root가 아니거나 파일의 권한이 640초과인 경우,rsyslog.conf 파일이 존재하지 않을 경우
12,services 파일 권한 점검,services 파일 권한 점검,"/etc/services” 파일의 소유자가 root이고 파일의 권한이 644이하인 경우,/etc/services” 파일의 소유자가 root가 아니거나 파일의 권한이 644초과인 경우,/etc/services 파일이 존재하지 않을 경우
