Location ID,Name,Latitude,Longitude,State,Abbreviation,PM2.5 Sensor ID
1458,WYLAM,33.4997,-86.9242,Alabama,AL,2584
2934151,Carrington,33.65540899794542,-86.52298796115693,Alabama,AL,9842374
1671,MONTG,32.412811,-86.263394,Alabama,AL,2961
3049356,Huntsville,34.7608,-86.7184,Alabama,AL,10509706
295385,Duncanville Middle S,33.095379,-87.481507,Alabama,AL,2604494
5893636,Huntsville,34.75317809343832,-86.67573077923909,Alabama,AL,14197791
366,Shuttlesworth,33.565278,-86.796389,Alabama,AL,624
1334041,SEALS PARK,30.679,-88.046,Alabama,AL,
1103,HOOVER,33.3864,-86.8167,Alabama,AL,1979
1346,BAYROAD,30.4744,-88.1411,Alabama,AL,
1304,GADSDEN,33.991341,-85.992653,Alabama,AL,2340
2060,FAIRFIELD,33.4856,-86.915,Alabama,AL,
1722,TARRANT,33.5783,-86.7739,Alabama,AL,
2059,FAIRHOPE,30.4889,-87.8706,Alabama,AL,2509937
1077117,Crossville,34.288567,-85.969858,Alabama,AL,6282114
2047,DECATUR,34.5286,-86.9706,Alabama,AL,3645
6127232,Albert-1,34.295891956876346,-86.18723865547273,Alabama,AL,14611820
1111,HELENA,33.3169,-86.825,Alabama,AL,
1622,MCADORY,33.3311,-87.0036,Alabama,AL,2859
1655,Chickasaw,30.7697,-88.08750000000002,Alabama,AL,2930
1675,CORNER,33.8017,-86.9425,Alabama,AL,2966
2946476,Sand Mountain,34.289001,-85.970065,Alabama,AL,
713,DBT,32.4983,-86.1367,Alabama,AL,
1248,LEEDS,33.5453,-86.5492,Alabama,AL,25113
1894439,Lightwood,32.67157916453436,-86.34233608210839,Alabama,AL,7465968
293,Garden,61.205861,-149.8246,Alaska,AK,2187
848,Denali NPP,63.723301,-148.967499,Alaska,AK,
1012,Palmer,61.5989,-149.106216,Alaska,AK,1824
1016,Parkgate (Eagle Rive,61.3267,-149.569707,Alaska,AK,1830
1404,Floyd Dryden,58.388889,-134.565556,Alaska,AK,2509
1510,Hurst Road,64.762973,-147.310297,Alaska,AK,2666
1603,Butte (Harrison Cour,61.534163,-149.031655,Alaska,AK,2822
1880,NCore,64.8458,-147.72727,Alaska,AK,3330
5850,Palmer,61.599,-149.104,Alaska,AK,15892
7089,A Street,64.845931,-147.693278,Alaska,AK,20507
8670,Laurel,61.181117,-149.834,Alaska,AK,
2392565,Anchorage,61.21602613080743,-149.91040294494496,Alaska,AK,7822443
2866944,SouthLakeWood Hills,61.1202,-149.762,Alaska,AK,9370436
3080878,Porcupine Trail,61.086945,-149.82649,Alaska,AK,10747038
3184655,Downtown Juneau near Federal Building,58.30249,-134.41943,Alaska,AK,11083004
4526507,Rogers park,61.196026,-149.8574,Alaska,AK,13149824
5762882,PMC,61.52326,-149.08019,Alaska,AK,14101221
3400928,Florence,33.050865,-111.458527,Arizona,AZ,14153916
2823796,Irene Lopez,33.40401,-112.05683,Arizona,AZ,9048618
1702,Tangerine & Camino d,32.4253,-111.0669,Arizona,AZ,
617,Paul Spur Chemical L,31.3658,-109.7309,Arizona,AZ,
604,Hayden,33.006268,-110.786484,Arizona,AZ,
