id,arrival_ts,start_ts,end_ts,wait_hours,service_hours,sojourn_hours
1,2025-04-07T09:03:56,2025-04-07T09:03:56,2025-04-13T10:19:05,0.0,145.252508,145.252508
2,2025-04-08T01:39:10,2025-04-08T01:39:10,2025-04-10T14:20:57,0.0,60.696391,60.696391
3,2025-04-08T03:51:20,2025-04-08T03:51:20,2025-04-09T03:20:56,0.0,23.493297,23.493297
4,2025-04-10T09:35:48,2025-04-10T09:35:48,2025-04-22T11:00:23,0.0,289.409762,289.409762
5,2025-04-11T06:17:32,2025-04-11T06:17:32,2025-04-14T04:53:09,0.0,70.593652,70.593652
6,2025-04-11T14:53:17,2025-04-11T14:53:17,2025-04-16T04:23:01,0.0,109.49559,109.49559
7,2025-04-15T07:46:37,2025-04-15T07:46:37,2025-04-22T11:46:22,0.0,171.99596,171.99596
8,2025-04-16T12:55:56,2025-04-16T12:55:56,2025-04-23T03:56:08,0.0,159.003395,159.003395
9,2025-04-21T08:05:35,2025-04-21T08:05:35,2025-04-21T22:11:04,0.0,14.091431,14.091431
10,2025-04-23T00:28:12,2025-04-23T00:28:12,2025-04-23T14:57:49,0.0,14.493613,14.493613
11,2025-04-25T04:04:55,2025-04-25T04:04:55,2025-04-25T20:05:51,0.0,16.015698,16.015698
12,2025-04-28T17:57:06,2025-04-28T17:57:06,2025-04-29T23:45:14,0.0,29.802146,29.802146
13,2025-04-30T05:27:50,2025-04-30T05:27:50,2025-05-03T04:11:56,0.0,70.735006,70.735006
14,2025-05-01T00:11:49,2025-05-01T00:11:49,2025-05-02T10:07:49,0.0,33.933108,33.933108
15,2025-05-03T11:38:00,2025-05-03T11:38:00,2025-05-07T04:05:36,0.0,88.460113,88.460113
16,2025-05-04T16:13:01,2025-05-04T16:13:01,2025-05-07T00:24:24,0.0,56.189826,56.189826
17,2025-05-05T13:42:20,2025-05-05T13:42:20,2025-05-11T21:49:29,0.0,152.119193,152.119193
18,2025-05-07T16:26:41,2025-05-07T16:26:41,2025-05-09T01:06:10,0.0,32.658011,32.658011
19,2025-05-10T19:03:26,2025-05-10T19:03:26,2025-05-12T03:25:21,0.0,32.365274,32.365274
20,2025-05-11T00:00:41,2025-05-11T00:00:41,2025-05-11T23:42:25,0.0,23.695633,23.695633
21,2025-05-11T10:15:29,2025-05-11T10:15:29,2025-05-13T18:57:53,0.0,56.706543,56.706543
22,2025-05-13T04:48:58,2025-05-13T04:48:58,2025-05-13T17:18:45,0.0,12.496539,12.496539
23,2025-05-17T18:56:57,2025-05-17T18:56:57,2025-05-22T05:36:46,0.0,106.663583,106.663583
24,2025-05-19T08:50:45,2025-05-19T08:50:45,2025-05-21T19:02:10,0.0,58.190259,58.190259
25,2025-05-21T22:24:05,2025-05-21T22:24:05,2025-05-22T12:30:55,0.0,14.113866,14.113866
26,2025-05-22T14:55:21,2025-05-22T14:55:21,2025-05-25T22:53:01,0.0,79.961089,79.961089
27,2025-05-25T00:29:36,2025-05-25T00:29:36,2025-05-31T23:03:54,0.0,166.571687,166.571687
28,2025-05-25T10:52:44,2025-05-25T10:52:44,2025-05-27T08:43:02,0.0,45.838355,45.838355
29,2025-05-25T15:33:31,2025-05-25T15:33:31,2025-05-26T20:54:55,0.0,29.356757,29.356757
30,2025-05-26T11:38:51,2025-05-26T11:38:51,2025-05-27T16:42:34,0.0,29.061768,29.061768
31,2025-05-27T15:54:41,2025-05-27T15:54:41,2025-05-29T20:19:06,0.0,52.406837,52.406837
32,2025-05-29T23:33:58,2025-05-29T23:33:58,2025-06-02T04:49:29,0.0,77.25868,77.25868
33,2025-05-30T10:26:01,2025-05-30T10:26:01,2025-05-31T12:57:34,0.0,26.525774,26.525774
34,2025-05-30T22:10:28,2025-05-30T22:10:28,2025-06-03T04:01:25,0.0,77.849218,77.849218
35,2025-05-31T02:44:07,2025-05-31T02:44:07,2025-06-01T04:57:06,0.0,26.216485,26.216485
36,2025-06-02T07:56:38,2025-06-02T07:56:38,2025-06-04T02:43:03,0.0,42.773644,42.773644
37,2025-06-02T14:26:00,2025-06-02T14:26:00,2025-06-04T02:48:40,0.0,36.377593,36.377593
38,2025-06-03T02:35:35,2025-06-03T02:35:35,2025-06-04T00:53:37,0.0,22.300575,22.300575
39,2025-06-03T12:42:43,2025-06-03T12:42:43,2025-06-04T03:49:04,0.0,15.105906,15.105906
40,2025-06-05T05:58:26,2025-06-05T05:58:26,2025-06-08T06:02:40,0.0,72.070633,72.070633
41,2025-06-09T08:32:45,2025-06-09T08:32:45,2025-06-10T01:16:21,0.0,16.726695,16.726695
42,2025-06-11T21:55:29,2025-06-11T21:55:29,2025-06-13T11:51:06,0.0,37.927085,37.927085
43,2025-06-12T09:59:06,2025-06-12T09:59:06,2025-06-13T05:39:05,0.0,19.666404,19.666404
44,2025-06-13T13:16:48,2025-06-13T13:16:48,2025-06-16T02:20:37,0.0,61.063671,61.063671
45,2025-06-13T20:38:55,2025-06-13T20:38:55,2025-06-19T03:08:14,0.0,126.488573,126.488573
46,2025-06-14T01:43:14,2025-06-14T01:43:14,2025-06-14T14:12:10,0.0,12.481981,12.481981
47,2025-06-14T22:26:07,2025-06-14T22:26:07,2025-06-18T19:35:43,0.0,93.15997,93.15997
48,2025-06-15T03:23:29,2025-06-15T03:23:29,2025-06-18T11:48:30,0.0,80.416773,80.416773
49,2025-06-15T23:34:13,2025-06-15T23:34:13,2025-06-29T11:50:40,0.0,324.274403,324.274403
50,2025-06-16T19:04:50,2025-06-16T19:04:50,2025-06-17T20:26:55,0.0,25.368003,25.368003
51,2025-06-17T06:34:05,2025-06-17T20:26:55,2025-06-19T11:45:04,13.880445,39.302381,53.182826
52,2025-06-18T09:41:48,2025-06-18T11:48:30,2025-06-22T10:12:44,2.111695,94.404029,96.515724
53,2025-06-18T11:00:41,2025-06-18T19:35:43,2025-06-20T06:58:04,8.583715,35.372641,43.956357
54,2025-06-20T06:28:39,2025-06-20T06:28:39,2025-06-21T00:24:48,0.0,17.935925,17.935925
55,2025-06-20T21:14:36,2025-06-20T21:14:36,2025-06-23T22:09:28,0.0,72.914322,72.914322
56,2025-06-21T04:56:20,2025-06-21T04:56:20,2025-06-28T19:03:17,0.0,182.115838,182.115838
